employee_id,department_id,first_name,last_name,start_date,end_date,notes,created,updated
E8136616,3,Eva,Martinez,2065-12-26,,"[{""timestamp"": ""2066-07-05 00:00:00"", ""note"": ""Updated department assignment.""}]",2065-12-03 00:00:00,2066-06-22 00:00:00
E6583227,16,Mila,Gao,2023-01-16,2064-12-30,"[{""timestamp"": ""2023-06-23 00:00:00"", ""note"": ""Updated contact information.""}]",2023-01-05 00:00:00,2023-04-11 00:00:00
E3420422,3,Liam,Wong,2065-12-26,,"[{""timestamp"": ""2066-10-27 00:00:00"", ""note"": ""Employee record created.""}]",2065-12-22 00:00:00,2066-02-02 00:00:00
E5551453,12,Sanaa,Nasser,2074-02-26,,"[{""timestamp"": ""2074-10-26 00:00:00"", ""note"": ""Added new training completion record.""}]",2074-02-04 00:00:00,2074-09-13 00:00:00
E2407761,15,Erik,Nguyen,2066-10-04,,"[{""timestamp"": ""2067-01-25 00:00:00"", ""note"": ""Added new training completion record.""}]",2066-09-20 00:00:00,2067-04-01 00:00:00
E0408282,12,Emilia,Chen,2060-05-28,,"[{""timestamp"": ""2060-11-06 00:00:00"", ""note"": ""Updated department assignment.""}]",2060-05-18 00:00:00,2061-01-18 00:00:00
E7965506,16,Mina,Patel,2023-01-16,2064-12-30,"[{""timestamp"": ""2023-11-24 00:00:00"", ""note"": ""Employee record created.""}]",2023-01-03 00:00:00,2023-02-04 00:00:00
E0772702,3,Hiro,Yamamoto,2065-12-26,,"[{""timestamp"": ""2066-03-04 00:00:00"", ""note"": ""Updated contact information.""}]",2065-12-24 00:00:00,2066-01-07 00:00:00
E6801087,12,Sofia,Garcia,2074-02-26,,"[{""timestamp"": ""2074-08-04 00:00:00"", ""note"": ""Updated department assignment.""}]",2074-02-18 00:00:00,2074-05-15 00:00:00
E7753221,9,Lila,Santos,2068-03-07,,"[{""timestamp"": ""2068-05-14 00:00:00"", ""note"": ""Annual performance review added.""}]",2068-02-17 00:00:00,2068-12-20 00:00:00
E1488827,1,Safa,Rahman,2071-05-22,,"[{""timestamp"": ""2071-06-18 00:00:00"", ""note"": ""Updated department assignment.""}]",2071-04-23 00:00:00,2072-05-03 00:00:00
E2948399,2,Hassan,El-Masry,2070-07-04,,"[{""timestamp"": ""2070-10-10 00:00:00"", ""note"": ""Updated department assignment.""}]",2070-06-24 00:00:00,2070-11-16 00:00:00
E9119194,9,Anika,Khan,2068-03-07,,"[{""timestamp"": ""2068-03-26 00:00:00"", ""note"": ""Updated department assignment.""}]",2068-02-17 00:00:00,2068-10-28 00:00:00
E7194995,1,Carlos,Gonzalez,2071-05-22,,"[{""timestamp"": ""2072-02-14 00:00:00"", ""note"": ""Updated contact information.""}]",2071-05-18 00:00:00,2072-04-23 00:00:00
E8164491,2,Hannah,Lee,2070-07-04,,"[{""timestamp"": ""2071-04-06 00:00:00"", ""note"": ""Updated department assignment.""}]",2070-07-01 00:00:00,2071-01-25 00:00:00
E2079200,7,Yusuf,Ali,2075-05-03,,"[{""timestamp"": ""2075-06-06 00:00:00"", ""note"": ""Employee record created.""}]",2075-04-25 00:00:00,2075-07-31 00:00:00
E7720644,10,Anna,Lopez,2031-09-02,2066-09-05,"[{""timestamp"": ""2032-06-26 00:00:00"", ""note"": ""Annual performance review added.""}]",2031-08-28 00:00:00,2032-07-10 00:00:00
E0341015,8,Sadik,Kadir,2043-08-18,2074-07-21,"[{""timestamp"": ""2043-10-03 00:00:00"", ""note"": ""Updated contact information.""}]",2043-08-09 00:00:00,2044-05-05 00:00:00
E8164379,9,Samantha,Chen,2068-03-07,,"[{""timestamp"": ""2068-12-07 00:00:00"", ""note"": ""Updated department assignment.""}]",2068-02-21 00:00:00,2068-12-24 00:00:00
E1919031,1,Emiliano,Nguyen,2071-05-22,,"[{""timestamp"": ""2071-07-29 00:00:00"", ""note"": ""Annual performance review added.""}]",2071-05-02 00:00:00,2071-07-04 00:00:00
E7096818,2,Natalia,Kim,2070-07-04,,"[{""timestamp"": ""2071-05-11 00:00:00"", ""note"": ""Updated contact information.""}]",2070-06-25 00:00:00,2071-02-21 00:00:00
E0198259,7,Aditi,Patel,2075-05-03,,"[{""timestamp"": ""2076-02-08 00:00:00"", ""note"": ""Updated contact information.""}]",2075-04-14 00:00:00,2075-10-05 00:00:00
E6888694,10,Boris,Gonzalez,2031-09-02,2066-09-05,"[{""timestamp"": ""2032-07-04 00:00:00"", ""note"": ""Updated department assignment.""}]",2031-08-10 00:00:00,2032-04-13 00:00:00
E4001676,8,Ayumi,Singh,2043-08-18,2074-07-21,"[{""timestamp"": ""2044-04-05 00:00:00"", ""note"": ""Updated contact information.""}]",2043-08-07 00:00:00,2044-05-26 00:00:00
E7061187,6,Liam,Wong,2064-01-06,,"[{""timestamp"": ""2064-07-29 00:00:00"", ""note"": ""Employee record created.""}]",2063-12-31 00:00:00,2064-11-05 00:00:00
E2676502,15,Ehsan,Abdullah,2038-01-29,,"[{""timestamp"": ""2038-05-20 00:00:00"", ""note"": ""Annual performance review added.""}]",2038-01-27 00:00:00,2038-03-15 00:00:00
E0309788,13,Ava,Choi,2033-08-26,,"[{""timestamp"": ""2034-08-07 00:00:00"", ""note"": ""Updated contact information.""}]",2033-08-17 00:00:00,2033-09-06 00:00:00
E6320956,9,Sofia,Santos,2068-03-07,,"[{""timestamp"": ""2068-04-29 00:00:00"", ""note"": ""Employee record created.""}]",2068-02-27 00:00:00,2068-04-13 00:00:00
E5222312,1,Tao,Wang,2071-05-22,,"[{""timestamp"": ""2072-01-27 00:00:00"", ""note"": ""Annual performance review added.""}]",2071-05-07 00:00:00,2071-08-13 00:00:00
E0482870,2,Mukta,Patel,2070-07-04,,"[{""timestamp"": ""2071-01-31 00:00:00"", ""note"": ""Updated department assignment.""}]",2070-06-27 00:00:00,2070-08-07 00:00:00
E3901923,7,Lila,Singh,2075-05-03,,"[{""timestamp"": ""2076-04-22 00:00:00"", ""note"": ""Added new training completion record.""}]",2075-04-27 00:00:00,2075-08-08 00:00:00
E5047874,10,Ivan,Petrov,2031-09-02,2066-09-05,"[{""timestamp"": ""2032-05-06 00:00:00"", ""note"": ""Updated department assignment.""}]",2031-08-27 00:00:00,2031-10-27 00:00:00
E7886158,8,Sara,Al-Mulla,2043-08-18,2074-07-21,"[{""timestamp"": ""2044-05-16 00:00:00"", ""note"": ""Updated contact information.""}]",2043-07-21 00:00:00,2043-11-02 00:00:00
E3883179,6,Carlos,Garcia,2064-01-06,,"[{""timestamp"": ""2064-12-09 00:00:00"", ""note"": ""Added new training completion record.""}]",2063-12-15 00:00:00,2064-10-06 00:00:00
E3507841,15,Mohammed,Ahmed,2075-01-29,,"[{""timestamp"": ""2075-08-16 00:00:00"", ""note"": ""Updated contact information.""}]",2075-01-10 00:00:00,2075-05-06 00:00:00
E9175087,13,Anna,Kowalski,2033-08-26,,"[{""timestamp"": ""2033-10-03 00:00:00"", ""note"": ""Updated department assignment.""}]",2033-08-10 00:00:00,2034-04-14 00:00:00
E9984998,6,Rahul,Shah,2068-03-01,,"[{""timestamp"": ""2068-10-13 00:00:00"", ""note"": ""Employee record created.""}]",2068-02-24 00:00:00,2068-07-28 00:00:00
E4161845,9,Anjali,Bhatia,2068-03-07,,"[{""timestamp"": ""2068-11-28 00:00:00"", ""note"": ""Updated contact information.""}]",2068-02-12 00:00:00,2068-10-08 00:00:00
E7055951,1,Mutsuko,Itou,2071-05-22,,"[{""timestamp"": ""2071-10-19 00:00:00"", ""note"": ""Employee record created.""}]",2071-05-16 00:00:00,2071-06-07 00:00:00
E6052791,2,Zhao,Liu,2070-07-04,,"[{""timestamp"": ""2070-11-08 00:00:00"", ""note"": ""Annual performance review added.""}]",2070-06-30 00:00:00,2070-11-27 00:00:00
E2687371,7,Nadia,Muhammad,2075-05-03,,"[{""timestamp"": ""2075-10-02 00:00:00"", ""note"": ""Employee record created.""}]",2075-04-09 00:00:00,2075-12-02 00:00:00
E3174620,10,Adam,Suleiman,2031-09-02,2066-09-05,"[{""timestamp"": ""2032-08-09 00:00:00"", ""note"": ""Annual performance review added.""}]",2031-08-12 00:00:00,2032-04-28 00:00:00
E7236453,8,Sophie,Leroy,2043-08-18,2074-07-21,"[{""timestamp"": ""2044-02-17 00:00:00"", ""note"": ""Updated contact information.""}]",2043-08-16 00:00:00,2044-01-28 00:00:00
E4117586,6,Elijah,Park,2064-01-06,,"[{""timestamp"": ""2064-12-25 00:00:00"", ""note"": ""Updated department assignment.""}]",2063-12-19 00:00:00,2064-06-07 00:00:00
E3741174,9,Daniella,Garcia,2068-03-07,,"[{""timestamp"": ""2068-05-16 00:00:00"", ""note"": ""Added new training completion record.""}]",2068-02-21 00:00:00,2068-08-03 00:00:00
E9011243,1,Haruka,Tanaka,2071-05-22,,"[{""timestamp"": ""2071-09-12 00:00:00"", ""note"": ""Employee record created.""}]",2071-05-18 00:00:00,2071-12-17 00:00:00
E4149396,2,Karan,Patel,2070-07-04,,"[{""timestamp"": ""2071-06-22 00:00:00"", ""note"": ""Updated department assignment.""}]",2070-06-21 00:00:00,2071-01-19 00:00:00
E5238780,7,Olivia,Jones,2075-05-03,,"[{""timestamp"": ""2076-04-23 00:00:00"", ""note"": ""Updated department assignment.""}]",2075-04-28 00:00:00,2075-06-02 00:00:00
E9542072,10,Yusuke,Nakamura,2031-09-02,2066-09-05,"[{""timestamp"": ""2032-04-17 00:00:00"", ""note"": ""Updated contact information.""}]",2031-08-23 00:00:00,2032-03-18 00:00:00
E0135136,8,Emma,Davis,2043-08-18,2074-07-21,"[{""timestamp"": ""2044-07-23 00:00:00"", ""note"": ""Updated contact information.""}]",2043-08-17 00:00:00,2043-10-28 00:00:00
E6616437,6,Connor,Murphy,2064-01-06,,"[{""timestamp"": ""2064-01-13 00:00:00"", ""note"": ""Annual performance review added.""}]",2063-12-31 00:00:00,2064-07-03 00:00:00
E4867061,15,Ming,Liu,2075-01-29,,"[{""timestamp"": ""2075-05-15 00:00:00"", ""note"": ""Annual performance review added.""}]",2075-01-17 00:00:00,2075-05-31 00:00:00
E9306416,13,Aisha,Ahmed,2033-08-26,,"[{""timestamp"": ""2034-07-07 00:00:00"", ""note"": ""Employee record created.""}]",2033-08-01 00:00:00,2034-07-31 00:00:00
E7194582,9,Yasmin,Ali,2068-03-07,,"[{""timestamp"": ""2068-12-05 00:00:00"", ""note"": ""Added new training completion record.""}]",2068-02-17 00:00:00,2068-10-06 00:00:00
E7268730,1,Zara,Kumar,2071-05-22,,"[{""timestamp"": ""2071-12-18 00:00:00"", ""note"": ""Updated contact information.""}]",2071-05-06 00:00:00,2071-06-18 00:00:00
E8260443,2,Ethan,Chen,2070-07-04,,"[{""timestamp"": ""2071-06-26 00:00:00"", ""note"": ""Employee record created.""}]",2070-06-27 00:00:00,2071-02-13 00:00:00
E5663003,7,Thomas,Nguyen,2075-05-03,,"[{""timestamp"": ""2075-10-09 00:00:00"", ""note"": ""Added new training completion record.""}]",2075-04-10 00:00:00,2075-11-05 00:00:00
E5535392,10,Sophia,Gonzalez,2031-09-02,2066-09-05,"[{""timestamp"": ""2031-12-26 00:00:00"", ""note"": ""Updated contact information.""}]",2031-08-11 00:00:00,2032-03-18 00:00:00
E7734033,9,Ana,Kowalski,2068-03-07,,"[{""timestamp"": ""2069-01-27 00:00:00"", ""note"": ""Updated contact information.""}]",2068-03-05 00:00:00,2068-04-09 00:00:00
E0889600,1,Muhammad,Ahmed,2071-05-22,,"[{""timestamp"": ""2072-01-11 00:00:00"", ""note"": ""Added new training completion record.""}]",2071-05-16 00:00:00,2071-09-15 00:00:00
E8719691,2,Olivia,Chang,2070-07-04,,"[{""timestamp"": ""2071-01-25 00:00:00"", ""note"": ""Added new training completion record.""}]",2070-06-17 00:00:00,2070-08-17 00:00:00
E7563927,7,Gabriel,Ramirez,2075-05-03,,"[{""timestamp"": ""2075-08-19 00:00:00"", ""note"": ""Annual performance review added.""}]",2075-04-20 00:00:00,2075-10-16 00:00:00
E7338254,10,Isabella,Lopez,2031-09-02,2066-09-05,"[{""timestamp"": ""2032-08-06 00:00:00"", ""note"": ""Employee record created.""}]",2031-09-01 00:00:00,2032-03-12 00:00:00
E1156359,8,Lucas,Silva,2043-08-18,2074-07-21,"[{""timestamp"": ""2043-09-19 00:00:00"", ""note"": ""Updated department assignment.""}]",2043-08-16 00:00:00,2044-03-21 00:00:00
E2773795,9,Alice,Smith,2068-03-07,,"[{""timestamp"": ""2069-01-07 00:00:00"", ""note"": ""Employee record created.""}]",2068-02-10 00:00:00,2068-12-26 00:00:00
E6766596,1,Haruto,Suzuki,2071-05-22,,"[{""timestamp"": ""2071-07-31 00:00:00"", ""note"": ""Added new training completion record.""}]",2071-04-23 00:00:00,2072-04-02 00:00:00
E7663694,2,Laila,Abbas,2070-07-04,,"[{""timestamp"": ""2071-02-04 00:00:00"", ""note"": ""Annual performance review added.""}]",2070-06-21 00:00:00,2070-09-30 00:00:00
E2160143,9,Jasmine,Lee,2068-03-07,,"[{""timestamp"": ""2068-06-28 00:00:00"", ""note"": ""Employee record created.""}]",2068-02-11 00:00:00,2068-06-30 00:00:00
E7312916,1,Pablo,Garcia,2071-05-22,,"[{""timestamp"": ""2072-03-02 00:00:00"", ""note"": ""Added new training completion record.""}]",2071-05-15 00:00:00,2072-05-12 00:00:00
E7031945,2,Yuna,Kim,2070-07-04,,"[{""timestamp"": ""2070-11-24 00:00:00"", ""note"": ""Annual performance review added.""}]",2070-06-06 00:00:00,2070-08-27 00:00:00
E8684766,7,Victor,Nguyen,2075-05-03,,"[{""timestamp"": ""2075-05-23 00:00:00"", ""note"": ""Updated contact information.""}]",2075-04-24 00:00:00,2075-07-14 00:00:00
E9076827,10,Adam,Johnson,2031-09-02,2066-09-05,"[{""timestamp"": ""2031-12-24 00:00:00"", ""note"": ""Employee record created.""}]",2031-08-12 00:00:00,2032-01-08 00:00:00
E9651400,9,Nina,Bryant,2068-03-07,,"[{""timestamp"": ""2068-07-09 00:00:00"", ""note"": ""Updated department assignment.""}]",2068-02-17 00:00:00,2068-04-13 00:00:00
E3757905,1,Akshay,Sharma,2071-05-22,,"[{""timestamp"": ""2071-11-12 00:00:00"", ""note"": ""Annual performance review added.""}]",2071-05-08 00:00:00,2071-06-28 00:00:00
E2912750,2,Jada,Wilson,2070-07-04,,"[{""timestamp"": ""2070-07-10 00:00:00"", ""note"": ""Updated contact information.""}]",2070-06-21 00:00:00,2070-07-13 00:00:00
E5370853,7,Maggie,Taylor,2069-06-23,,"[{""timestamp"": ""2069-12-11 00:00:00"", ""note"": ""Updated department assignment.""}]",2069-06-14 00:00:00,2070-05-06 00:00:00
E6341412,5,Max,Walter,2064-08-18,,"[{""timestamp"": ""2065-06-24 00:00:00"", ""note"": ""Added new training completion record.""}]",2064-08-06 00:00:00,2065-07-06 00:00:00
E2098169,9,Camila,Reyes,2052-03-14,,"[{""timestamp"": ""2052-06-21 00:00:00"", ""note"": ""Updated contact information.""}]",2052-03-11 00:00:00,2052-07-05 00:00:00
E4367823,7,John,Doe,2069-06-23,,"[{""timestamp"": ""2069-08-03 00:00:00"", ""note"": ""Employee record created.""}]",2069-06-22 00:00:00,2070-01-09 00:00:00
E0267401,5,Yang,Liu,2064-08-18,,"[{""timestamp"": ""2064-10-16 00:00:00"", ""note"": ""Employee record created.""}]",2064-08-14 00:00:00,2065-05-27 00:00:00
E6940897,9,Nadia,Khan,2052-03-14,,"[{""timestamp"": ""2053-02-10 00:00:00"", ""note"": ""Employee record created.""}]",2052-02-23 00:00:00,2053-01-16 00:00:00
E5311812,13,Tajinder,Singh,2074-11-29,,"[{""timestamp"": ""2075-10-21 00:00:00"", ""note"": ""Annual performance review added.""}]",2074-11-08 00:00:00,2075-11-20 00:00:00
E7665904,12,Chioma,Okoye,2019-09-10,2064-09-17,"[{""timestamp"": ""2020-07-28 00:00:00"", ""note"": ""Updated contact information.""}]",2019-09-08 00:00:00,2020-05-07 00:00:00
E0187609,16,Ahmed,Ali,2073-03-31,,"[{""timestamp"": ""2073-06-14 00:00:00"", ""note"": ""Updated department assignment.""}]",2073-03-09 00:00:00,2073-09-01 00:00:00
E3133060,7,Dionne,Jenkins,2069-06-23,,"[{""timestamp"": ""2070-05-27 00:00:00"", ""note"": ""Annual performance review added.""}]",2069-06-03 00:00:00,2070-05-27 00:00:00
E6565672,5,Anis,Mirza,2064-08-18,,"[{""timestamp"": ""2065-04-29 00:00:00"", ""note"": ""Employee record created.""}]",2064-07-28 00:00:00,2065-01-22 00:00:00
E0688369,9,Aria,Kim,2052-03-14,,"[{""timestamp"": ""2053-02-14 00:00:00"", ""note"": ""Added new training completion record.""}]",2052-03-11 00:00:00,2052-12-17 00:00:00
E7257576,13,Ling,Wang,2074-11-29,,"[{""timestamp"": ""2074-12-27 00:00:00"", ""note"": ""Updated department assignment.""}]",2074-11-02 00:00:00,2075-07-21 00:00:00
E7896482,12,Raksha,Sharma,2019-09-10,2064-09-17,"[{""timestamp"": ""2020-01-26 00:00:00"", ""note"": ""Updated contact information.""}]",2019-09-09 00:00:00,2019-10-24 00:00:00
E6895274,16,Said,Mohammed,2073-03-31,,"[{""timestamp"": ""2073-08-10 00:00:00"", ""note"": ""Added new training completion record.""}]",2073-03-14 00:00:00,2074-01-28 00:00:00
E2139446,1,Grace,Woods,2074-11-10,,"[{""timestamp"": ""2075-10-21 00:00:00"", ""note"": ""Employee record created.""}]",2074-10-19 00:00:00,2074-12-17 00:00:00
E0107421,6,Dexter,Henderson,2065-01-12,,"[{""timestamp"": ""2065-10-26 00:00:00"", ""note"": ""Annual performance review added.""}]",2064-12-16 00:00:00,2065-07-17 00:00:00
E9588126,6,Sofiya,Abdul,2059-07-22,,"[{""timestamp"": ""2059-10-27 00:00:00"", ""note"": ""Employee record created.""}]",2059-06-28 00:00:00,2059-11-01 00:00:00
E0271439,7,Rajani,Kumar,2069-06-23,,"[{""timestamp"": ""2069-07-21 00:00:00"", ""note"": ""Employee record created.""}]",2069-06-01 00:00:00,2069-11-08 00:00:00
E2410088,5,Yosef,Bin-Gal,2064-08-18,,"[{""timestamp"": ""2064-10-11 00:00:00"", ""note"": ""Added new training completion record.""}]",2064-08-02 00:00:00,2065-04-16 00:00:00
E5711235,9,Jacqueline,Green,2052-03-14,,"[{""timestamp"": ""2052-08-22 00:00:00"", ""note"": ""Updated contact information.""}]",2052-02-17 00:00:00,2053-01-22 00:00:00
E0948823,13,Sunil,Mukherjee,2074-11-29,,"[{""timestamp"": ""2075-05-10 00:00:00"", ""note"": ""Annual performance review added.""}]",2074-11-24 00:00:00,2075-10-08 00:00:00
E1791163,12,Meixa,Wang,2019-09-10,2064-09-17,"[{""timestamp"": ""2020-03-04 00:00:00"", ""note"": ""Annual performance review added.""}]",2019-09-01 00:00:00,2019-11-01 00:00:00
E2743761,16,Yara,Khattab,2073-03-31,,"[{""timestamp"": ""2073-10-19 00:00:00"", ""note"": ""Employee record created.""}]",2073-03-30 00:00:00,2073-10-23 00:00:00
E0118704,1,Nathan,Gonzalez,2074-11-10,,"[{""timestamp"": ""2075-06-11 00:00:00"", ""note"": ""Employee record created.""}]",2074-10-17 00:00:00,2074-12-15 00:00:00
E4610886,6,Salim,Rahman,2065-01-12,,"[{""timestamp"": ""2065-04-24 00:00:00"", ""note"": ""Updated department assignment.""}]",2065-01-08 00:00:00,2065-12-31 00:00:00
E5095840,6,Sienna,Bae,2059-07-22,,"[{""timestamp"": ""2060-03-08 00:00:00"", ""note"": ""Employee record created.""}]",2059-07-14 00:00:00,2059-10-24 00:00:00
E1411249,10,Claudia,Chung,2059-04-23,,"[{""timestamp"": ""2059-10-15 00:00:00"", ""note"": ""Annual performance review added.""}]",2059-04-08 00:00:00,2059-12-14 00:00:00
E6503233,12,Malik,Khalid,2064-09-15,,"[{""timestamp"": ""2065-04-14 00:00:00"", ""note"": ""Employee record created.""}]",2064-08-31 00:00:00,2065-08-14 00:00:00
E6142548,7,Mia,Chen,2069-06-23,,"[{""timestamp"": ""2069-10-16 00:00:00"", ""note"": ""Employee record created.""}]",2069-06-17 00:00:00,2069-10-11 00:00:00
E6310930,5,Emeka,Adeyemi,2064-08-18,,"[{""timestamp"": ""2065-08-12 00:00:00"", ""note"": ""Updated department assignment.""}]",2064-07-21 00:00:00,2065-05-20 00:00:00
E6724234,9,Kaitlyn,Ng,2052-03-14,,"[{""timestamp"": ""2052-07-12 00:00:00"", ""note"": ""Employee record created.""}]",2052-02-27 00:00:00,2053-03-05 00:00:00
E5303889,13,Sang-won,Lee,2074-11-29,,"[{""timestamp"": ""2075-02-12 00:00:00"", ""note"": ""Updated department assignment.""}]",2074-11-12 00:00:00,2075-02-24 00:00:00
E5537045,12,Aisha,Aziz,2019-09-10,2064-09-17,"[{""timestamp"": ""2020-09-01 00:00:00"", ""note"": ""Updated department assignment.""}]",2019-09-04 00:00:00,2020-01-15 00:00:00
E2731553,16,Eduardo,Alvarez,2073-03-31,,"[{""timestamp"": ""2073-05-22 00:00:00"", ""note"": ""Updated contact information.""}]",2073-03-21 00:00:00,2073-07-13 00:00:00
E3297801,1,Evelyn,Wu,2074-11-10,,"[{""timestamp"": ""2075-10-09 00:00:00"", ""note"": ""Employee record created.""}]",2074-10-15 00:00:00,2075-07-15 00:00:00
E9211099,7,Stefano,Gallo,2069-06-23,,"[{""timestamp"": ""2070-01-08 00:00:00"", ""note"": ""Updated department assignment.""}]",2069-06-18 00:00:00,2070-06-07 00:00:00
E4292842,5,Amina,Khan,2064-08-18,,"[{""timestamp"": ""2064-10-02 00:00:00"", ""note"": ""Added new training completion record.""}]",2064-07-28 00:00:00,2065-05-15 00:00:00
E4331092,9,Antoinette,Lopez,2052-03-14,,"[{""timestamp"": ""2052-10-06 00:00:00"", ""note"": ""Added new training completion record.""}]",2052-02-20 00:00:00,2052-10-14 00:00:00
E5071528,13,Shin,Kim,2074-11-29,,"[{""timestamp"": ""2075-10-07 00:00:00"", ""note"": ""Updated department assignment.""}]",2074-11-03 00:00:00,2075-03-31 00:00:00
E2355685,12,Kate,Anderson,2019-09-10,2064-09-17,"[{""timestamp"": ""2019-10-08 00:00:00"", ""note"": ""Updated department assignment.""}]",2019-08-15 00:00:00,2020-02-20 00:00:00
E5960322,16,Mateo,Perez,2073-03-31,,"[{""timestamp"": ""2074-02-26 00:00:00"", ""note"": ""Annual performance review added.""}]",2073-03-07 00:00:00,2073-10-22 00:00:00
E9440291,1,Brianna,Smith,2074-11-10,,"[{""timestamp"": ""2074-11-23 00:00:00"", ""note"": ""Annual performance review added.""}]",2074-10-22 00:00:00,2075-05-14 00:00:00
E4499349,6,Jasper,Reeves,2065-01-12,,"[{""timestamp"": ""2065-09-22 00:00:00"", ""note"": ""Updated contact information.""}]",2065-01-02 00:00:00,2065-07-17 00:00:00
E3944836,7,Sophie,Chang,2069-06-23,,"[{""timestamp"": ""2070-04-13 00:00:00"", ""note"": ""Updated contact information.""}]",2069-06-08 00:00:00,2069-07-04 00:00:00
E3582308,5,Zukisa,De Villiers,2064-08-18,,"[{""timestamp"": ""2065-06-30 00:00:00"", ""note"": ""Added new training completion record.""}]",2064-07-23 00:00:00,2065-05-01 00:00:00
E5555332,9,Arman,Singh,2052-03-14,,"[{""timestamp"": ""2052-03-28 00:00:00"", ""note"": ""Employee record created.""}]",2052-03-02 00:00:00,2052-10-28 00:00:00
E3339498,13,Emmanuel,Mukombo,2074-11-29,,"[{""timestamp"": ""2075-08-23 00:00:00"", ""note"": ""Updated contact information.""}]",2074-11-08 00:00:00,2075-10-13 00:00:00
E7724381,7,Catherine,Smith,2069-06-23,,"[{""timestamp"": ""2070-05-30 00:00:00"", ""note"": ""Added new training completion record.""}]",2069-06-19 00:00:00,2070-06-19 00:00:00
E4751050,5,Yusuf,Hamoudi,2064-08-18,,"[{""timestamp"": ""2064-12-12 00:00:00"", ""note"": ""Updated department assignment.""}]",2064-08-02 00:00:00,2064-12-02 00:00:00
E7023468,9,Sofia,Garcia,2052-03-14,,"[{""timestamp"": ""2052-03-20 00:00:00"", ""note"": ""Annual performance review added.""}]",2052-03-08 00:00:00,2052-04-07 00:00:00
E8377299,13,Raoul,Nguyen,2074-11-29,,"[{""timestamp"": ""2075-05-23 00:00:00"", ""note"": ""Employee record created.""}]",2074-11-21 00:00:00,2075-02-19 00:00:00
E2428671,12,Mia,Lee,2019-09-10,2064-09-17,"[{""timestamp"": ""2020-03-29 00:00:00"", ""note"": ""Employee record created.""}]",2019-09-02 00:00:00,2020-05-17 00:00:00
E2434389,16,Ayaan,Sharma,2073-03-31,,"[{""timestamp"": ""2073-12-30 00:00:00"", ""note"": ""Employee record created.""}]",2073-03-16 00:00:00,2074-02-14 00:00:00
E0753087,1,Nina,Fischer,2074-11-10,,"[{""timestamp"": ""2075-07-14 00:00:00"", ""note"": ""Annual performance review added.""}]",2074-10-27 00:00:00,2075-02-28 00:00:00
E4376132,7,Sarah,Johnson,2069-06-23,,"[{""timestamp"": ""2069-12-29 00:00:00"", ""note"": ""Employee record created.""}]",2069-05-27 00:00:00,2069-07-13 00:00:00
E8616529,5,Sajjad,Ahmed,2064-08-18,,"[{""timestamp"": ""2065-06-25 00:00:00"", ""note"": ""Updated department assignment.""}]",2064-07-27 00:00:00,2065-05-24 00:00:00
E4866596,7,Lynette,Nguyen,2069-07-04,,"[{""timestamp"": ""2070-04-18 00:00:00"", ""note"": ""Updated contact information.""}]",2069-06-28 00:00:00,2070-03-15 00:00:00
E7852573,5,Kuame,Obeng,2064-09-21,,"[{""timestamp"": ""2065-02-16 00:00:00"", ""note"": ""Annual performance review added.""}]",2064-09-19 00:00:00,2065-05-11 00:00:00
E1478968,9,Emmanuel,Martinez,2052-03-14,,"[{""timestamp"": ""2052-07-29 00:00:00"", ""note"": ""Added new training completion record.""}]",2052-03-13 00:00:00,2053-01-28 00:00:00
E0687073,13,Leilani,Gonzalez,2075-07-30,,"[{""timestamp"": ""2076-04-22 00:00:00"", ""note"": ""Updated department assignment.""}]",2075-07-19 00:00:00,2075-08-03 00:00:00
E2895295,12,Tao,Tanaka,2019-09-10,2064-09-17,"[{""timestamp"": ""2020-03-15 00:00:00"", ""note"": ""Added new training completion record.""}]",2019-09-04 00:00:00,2020-06-17 00:00:00
E5279551,16,Nguyen,Thi,2073-07-01,,"[{""timestamp"": ""2074-01-07 00:00:00"", ""note"": ""Added new training completion record.""}]",2073-06-14 00:00:00,2074-02-08 00:00:00
E8647896,10,Lila,Gupta,2051-11-28,,"[{""timestamp"": ""2052-06-21 00:00:00"", ""note"": ""Added new training completion record.""}]",2051-11-12 00:00:00,2051-12-31 00:00:00
E5120690,10,Youssef,Ali,2075-06-05,,"[{""timestamp"": ""2075-07-30 00:00:00"", ""note"": ""Updated department assignment.""}]",2075-05-18 00:00:00,2075-11-01 00:00:00
E9575026,8,Maria,Rodriguez,2033-05-16,2064-02-08,"[{""timestamp"": ""2033-10-28 00:00:00"", ""note"": ""Employee record created.""}]",2033-05-13 00:00:00,2033-12-29 00:00:00
E5660913,10,Senna,Gonzalez,2051-11-28,,"[{""timestamp"": ""2052-09-16 00:00:00"", ""note"": ""Added new training completion record.""}]",2051-11-17 00:00:00,2052-02-03 00:00:00
E6680606,10,Emil,Hansen,2075-06-05,,"[{""timestamp"": ""2076-04-23 00:00:00"", ""note"": ""Annual performance review added.""}]",2075-05-10 00:00:00,2076-04-16 00:00:00
E0207539,8,Nadia,Karimova,2033-05-16,2064-02-08,"[{""timestamp"": ""2033-07-05 00:00:00"", ""note"": ""Added new training completion record.""}]",2033-05-07 00:00:00,2034-03-05 00:00:00
E9324918,3,Júlia,Santos,2039-09-17,,"[{""timestamp"": ""2039-12-04 00:00:00"", ""note"": ""Annual performance review added.""}]",2039-09-05 00:00:00,2040-05-27 00:00:00
